citoyen_id,nom,prenom,date_naissance,email,telephone,adresse,code_postal,ville,arrondissement
806,Fournier,Youssef,2001-01-21,youssef.fournier@outlook.com,0685838252,199 Rue de la République,13007,Marseille,12e
807,Petit,Clara,1954-11-10,clara.petit@outlook.com,0706468677,163 Rue Paradis,13005,Marseille,14e
808,Dubois,Antoine,2004-09-24,antoine.dubois@outlook.com,0606227236,1 Avenue du Prado,13009,Marseille,10e
809,Petit,Lea,1977-08-04,lea.petit@gmail.com,0642619237,152 Rue Paradis,13008,Marseille,12e
810,Petit,Youssef,1964-09-17,youssef.petit@ville-marseille.fr,0674189721,3 Avenue du Prado,13010,Marseille,4e
811,Lefevre,Antoine,1943-09-04,antoine.lefevre@ville-marseille.fr,0674381199,215 Rue de Lodi,13004,Marseille,15e
812,Moreau,Camille,1999-08-26,camille.moreau@gmail.com,0744856451,215 Rue Saint-Ferréol,13014,Marseille,2e
813,Durand,Sophie,2003-12-22,sophie.durand@yahoo.fr,0678996986,63 Rue d'Aubagne,13008,Marseille,14e
814,Gonzalez,Thomas,1949-09-02,thomas.gonzalez@outlook.com,0799660577,215 Avenue du Prado,13004,Marseille,4e
815,Rossi,Thomas,1996-05-08,thomas.rossi@gmail.com,0714607455,172 Rue de la République,13007,Marseille,6e
816,Moreau,Camille,1964-10-25,camille.moreau@yahoo.fr,0638856527,201 Rue de la République,13011,Marseille,15e
817,Garcia,Nicolas,1971-07-24,nicolas.garcia@gmail.com,0665972634,138 Rue Paradis,13011,Marseille,10e
818,Garcia,Emma,1970-03-26,emma.garcia@yahoo.fr,0613948848,230 Boulevard National,13006,Marseille,6e
819,Rossi,Lea,1995-06-27,lea.rossi@yahoo.fr,0658562614,51 Avenue du Prado,13003,Marseille,13e
820,Garcia,Nicolas,1960-03-03,nicolas.garcia@yahoo.fr,0673333732,212 Rue de la République,13008,Marseille,5e
821,Lefevre,Sophie,1961-11-10,sophie.lefevre@outlook.com,0728969645,220 Rue d'Aubagne,13015,Marseille,14e
822,Rossi,Karim,1973-03-19,karim.rossi@gmail.com,0653892187,231 Rue Paradis,13011,Marseille,12e
823,Durand,Antoine,1994-03-12,antoine.durand@yahoo.fr,0679779612,185 Boulevard National,13008,Marseille,15e
824,Ahmed,Sophie,1980-03-26,sophie.ahmed@outlook.com,0651494097,167 Rue de la République,13012,Marseille,16e
825,Royer,Marine,1951-12-18,marine.royer@yahoo.fr,0698628950,56 Rue d'Aubagne,13010,Marseille,10e
826,Royer,Thomas,1972-02-24,thomas.royer@outlook.com,0639220715,31 Avenue du Prado,13003,Marseille,14e
827,Durand,Nicolas,1976-03-15,nicolas.durand@ville-marseille.fr,0652145264,180 Rue Saint-Ferréol,13014,Marseille,13e
828,Durand,Emma,1956-07-22,emma.durand@gmail.com,0771840908,103 Rue Paradis,13008,Marseille,12e
829,Petit,Thomas,1973-06-23,thomas.petit@yahoo.fr,0740995123,44 Rue de la République,13001,Marseille,1e
830,Dubois,Emma,1988-01-06,emma.dubois@yahoo.fr,0672827090,250 Boulevard National,13004,Marseille,5e
831,Lambert,Clara,1967-12-17,clara.lambert@gmail.com,0739295786,28 Boulevard National,13006,Marseille,6e
832,Durand,Hugo,1999-12-29,hugo.durand@outlook.com,0673605079,17 Boulevard National,13008,Marseille,12e
833,Fournier,Clara,1986-08-21,clara.fournier@yahoo.fr,0727346666,170 Boulevard National,13013,Marseille,7e
834,Benali,Nicolas,1942-02-19,nicolas.benali@yahoo.fr,0740803149,27 Boulevard National,13016,Marseille,13e
835,Petit,Lea,1968-02-20,lea.petit@ville-marseille.fr,0658068828,137 Rue de la République,13002,Marseille,10e
836,Petit,Camille,2002-09-22,camille.petit@outlook.com,0651373990,234 Rue Paradis,13004,Marseille,15e
837,Rossi,Thomas,1958-06-26,thomas.rossi@yahoo.fr,0663560229,237 Rue de Lodi,13001,Marseille,8e
838,Gonzalez,Julie,1999-12-23,julie.gonzalez@yahoo.fr,0706664374,226 Rue Saint-Ferréol,13010,Marseille,7e
839,Petit,Sophie,2002-02-16,sophie.petit@gmail.com,0612712852,11 Rue d'Aubagne,13005,Marseille,8e
840,Petit,Karim,2004-02-23,karim.petit@yahoo.fr,0616318732,73 Rue de Rome,13010,Marseille,10e
841,Benali,Thomas,1982-12-15,thomas.benali@outlook.com,0613695727,29 Rue Paradis,13002,Marseille,13e
842,Petit,Thomas,1985-03-07,thomas.petit@gmail.com,0654257306,197 Rue Paradis,13011,Marseille,2e
843,Dubois,Rachid,1966-03-06,rachid.dubois@yahoo.fr,0707139848,17 Rue Paradis,13006,Marseille,7e
844,Dubois,Lea,1989-01-31,lea.dubois@gmail.com,0655021306,15 Avenue du Prado,13003,Marseille,14e
845,Gonzalez,Sophie,1945-03-29,sophie.gonzalez@gmail.com,0679649673,197 Avenue du Prado,13008,Marseille,2e
846,Gonzalez,Emma,1962-06-07,emma.gonzalez@ville-marseille.fr,0732426425,163 Rue d'Aubagne,13016,Marseille,5e
847,Rossi,Sophie,1966-11-25,sophie.rossi@ville-marseille.fr,0653666777,11 Rue d'Aubagne,13014,Marseille,8e
848,Benali,Rachid,1972-08-13,rachid.benali@outlook.com,0639395786,84 Rue Saint-Ferréol,13005,Marseille,7e
849,Petit,Camille,1967-07-14,camille.petit@ville-marseille.fr,0796033582,101 Boulevard Baille,13016,Marseille,4e
850,Ahmed,Rachid,1978-09-26,rachid.ahmed@ville-marseille.fr,0649269326,242 Rue d'Aubagne,13001,Marseille,7e
851,Benali,Antoine,1962-01-16,antoine.benali@gmail.com,0610005155,196 Rue d'Aubagne,13011,Marseille,2e
852,Royer,Marc,1953-07-05,marc.royer@ville-marseille.fr,0752441822,79 Avenue du Prado,13012,Marseille,11e
853,Rossi,Lea,1950-08-17,lea.rossi@yahoo.fr,0612710267,234 Rue Saint-Ferréol,13006,Marseille,16e
854,Benali,Rachid,1955-04-17,rachid.benali@ville-marseille.fr,0679551512,151 Boulevard National,13015,Marseille,6e
855,Gonzalez,Youssef,1966-12-03,youssef.gonzalez@yahoo.fr,0715970996,235 Boulevard Baille,13004,Marseille,7e
856,Garcia,Lea,1962-09-02,lea.garcia@yahoo.fr,0603447650,132 Rue de Lodi,13001,Marseille,16e
857,Royer,Karim,1998-11-30,karim.royer@outlook.com,0690463766,169 Avenue du Prado,13011,Marseille,2e
858,Royer,Thomas,2000-04-11,thomas.royer@ville-marseille.fr,0752548374,179 Rue Saint-Ferréol,13011,Marseille,12e
859,Durand,Karim,1980-05-11,karim.durand@outlook.com,0631251293,207 Boulevard National,13004,Marseille,1e
860,Fournier,Nicolas,1946-10-07,nicolas.fournier@outlook.com,0751910231,186 Rue de la République,13011,Marseille,3e
861,Durand,Lea,2004-06-08,lea.durand@gmail.com,0665837379,1 Rue Saint-Ferréol,13008,Marseille,7e
862,Benali,Lea,1965-11-04,lea.benali@gmail.com,0623428931,222 Rue de la République,13015,Marseille,6e
863,Moreau,Nicolas,1956-10-12,nicolas.moreau@yahoo.fr,0784364538,194 Rue Paradis,13006,Marseille,13e
864,Petit,Sophie,2001-04-27,sophie.petit@gmail.com,0750961701,73 Boulevard Baille,13003,Marseille,2e
865,Gonzalez,Antoine,1972-06-05,antoine.gonzalez@ville-marseille.fr,0775747583,174 Avenue du Prado,13009,Marseille,11e
866,Gonzalez,Julie,1955-04-20,julie.gonzalez@ville-marseille.fr,0767772266,177 Boulevard National,13014,Marseille,15e
867,Fournier,Sophie,1952-07-04,sophie.fournier@gmail.com,0722923106,98 Boulevard Baille,13013,Marseille,12e
868,Dubois,Emma,1964-04-20,emma.dubois@outlook.com,0784337976,51 Rue de la République,13016,Marseille,13e
869,Fournier,Marine,1954-05-04,marine.fournier@gmail.com,0779423873,249 Rue de la République,13012,Marseille,4e
870,Benali,Marine,1941-02-28,marine.benali@ville-marseille.fr,0692845525,162 Boulevard Baille,13011,Marseille,10e
871,Durand,Emma,1941-08-03,emma.durand@yahoo.fr,0657485953,95 Rue Saint-Ferréol,13008,Marseille,7e
872,Garcia,Youssef,1996-10-04,youssef.garcia@ville-marseille.fr,0705816295,249 Rue Paradis,13008,Marseille,8e
873,Ahmed,Nicolas,1984-01-17,nicolas.ahmed@ville-marseille.fr,0642507330,155 Rue de Lodi,13003,Marseille,15e
874,Garcia,Antoine,1995-09-06,antoine.garcia@ville-marseille.fr,0798339914,144 Boulevard Baille,13009,Marseille,11e
875,Royer,Thomas,1957-06-27,thomas.royer@ville-marseille.fr,0704432400,205 Rue de Rome,13010,Marseille,8e
876,Durand,Marine,1973-01-26,marine.durand@outlook.com,0751474397,199 Boulevard Baille,13015,Marseille,13e
877,Dubois,Sarah,1992-08-12,sarah.dubois@yahoo.fr,0752568065,83 Rue de la République,13004,Marseille,2e
878,Dubois,Rachid,1969-04-20,rachid.dubois@gmail.com,0627112218,215 Rue de la République,13010,Marseille,11e
879,Royer,Lea,1961-01-30,lea.royer@gmail.com,0751768086,194 Boulevard National,13012,Marseille,11e
880,Royer,Rachid,1953-11-26,rachid.royer@outlook.com,0643308003,211 Avenue du Prado,13007,Marseille,15e
881,Martin,Emma,1943-10-14,emma.martin@yahoo.fr,0766084706,195 Rue Paradis,13005,Marseille,5e
882,Martin,Nicolas,1957-12-14,nicolas.martin@gmail.com,0719582632,10 Rue Paradis,13008,Marseille,16e
883,Petit,Sophie,1995-11-15,sophie.petit@outlook.com,0694535461,69 Rue de Rome,13012,Marseille,13e
884,Benali,Sarah,1942-08-02,sarah.benali@outlook.com,0606133943,155 Rue de Rome,13013,Marseille,7e
885,Garcia,Sarah,1981-08-10,sarah.garcia@gmail.com,0703253765,166 Rue Paradis,13009,Marseille,7e
886,Rossi,Hugo,1993-12-28,hugo.rossi@outlook.com,0691009004,236 Rue d'Aubagne,13016,Marseille,10e
887,Lefevre,Sophie,1979-12-05,sophie.lefevre@yahoo.fr,0636514604,187 Boulevard Baille,13004,Marseille,2e
888,Durand,Thomas,1967-02-05,thomas.durand@gmail.com,0720113798,68 Rue d'Aubagne,13007,Marseille,4e
889,Lefevre,Karim,1942-01-09,karim.lefevre@gmail.com,0760076762,123 Avenue du Prado,13005,Marseille,7e
890,Gonzalez,Sophie,1943-12-13,sophie.gonzalez@outlook.com,0704337009,17 Rue de Lodi,13010,Marseille,16e
891,Ahmed,Marine,2003-01-24,marine.ahmed@yahoo.fr,0695778255,203 Rue Paradis,13002,Marseille,10e
892,Garcia,Youssef,2005-12-15,youssef.garcia@yahoo.fr,0754278656,89 Rue Saint-Ferréol,13006,Marseille,13e
893,Gonzalez,Nicolas,1962-09-18,nicolas.gonzalez@outlook.com,0658295829,86 Boulevard National,13015,Marseille,15e
894,Fournier,Youssef,1958-06-19,youssef.fournier@gmail.com,0648235715,21 Rue Saint-Ferréol,13004,Marseille,2e
895,Ahmed,Camille,1975-06-08,camille.ahmed@ville-marseille.fr,0637230817,169 Rue Saint-Ferréol,13008,Marseille,12e
896,Durand,Youssef,2002-05-06,youssef.durand@gmail.com,0600041321,62 Rue Saint-Ferréol,13010,Marseille,7e
897,Lefevre,Nicolas,1980-08-08,nicolas.lefevre@yahoo.fr,0765346997,109 Boulevard National,13013,Marseille,1e
898,Petit,Thomas,1984-01-30,thomas.petit@yahoo.fr,0768169957,128 Boulevard National,13012,Marseille,1e
899,Rossi,Sophie,1943-06-21,sophie.rossi@gmail.com,0631765397,195 Avenue du Prado,13016,Marseille,9e
900,Garcia,Thomas,1967-10-17,thomas.garcia@gmail.com,0629087182,199 Rue d'Aubagne,13007,Marseille,14e
901,Lefevre,Hugo,2002-07-17,hugo.lefevre@gmail.com,0727420495,100 Rue de Rome,13002,Marseille,9e
902,Durand,Marine,2001-08-13,marine.durand@ville-marseille.fr,0606260423,248 Avenue du Prado,13007,Marseille,16e
903,Fournier,Antoine,2001-04-11,antoine.fournier@gmail.com,0622299077,217 Rue d'Aubagne,13008,Marseille,15e
904,Lambert,Camille,2002-09-14,camille.lambert@ville-marseille.fr,0704686111,6 Rue de Rome,13012,Marseille,4e
905,Petit,Karim,1972-02-01,karim.petit@gmail.com,0621923785,103 Rue de Rome,13008,Marseille,5e
906,Benali,Karim,1945-12-29,karim.benali@outlook.com,0624260508,48 Rue Saint-Ferréol,13004,Marseille,2e
907,Durand,Sophie,1987-01-22,sophie.durand@outlook.com,0737337773,150 Rue de Rome,13001,Marseille,10e
908,Dubois,Clara,1974-10-18,clara.dubois@outlook.com,0617819236,163 Rue de Rome,13003,Marseille,5e
909,Moreau,Camille,1963-07-19,camille.moreau@ville-marseille.fr,0635679327,16 Rue Saint-Ferréol,13002,Marseille,11e
910,Petit,Marine,1996-12-30,marine.petit@gmail.com,0790618120,62 Rue de Rome,13010,Marseille,16e
911,Lefevre,Camille,1975-04-13,camille.lefevre@yahoo.fr,0787698999,119 Boulevard National,13010,Marseille,11e
912,Benali,Youssef,1970-03-29,youssef.benali@yahoo.fr,0744983553,178 Rue d'Aubagne,13011,Marseille,3e
913,Garcia,Marc,1967-06-26,marc.garcia@yahoo.fr,0739243588,212 Boulevard National,13014,Marseille,9e
914,Moreau,Antoine,1981-07-05,antoine.moreau@outlook.com,0695275367,134 Boulevard Baille,13004,Marseille,10e
915,Gonzalez,Karim,1981-03-09,karim.gonzalez@yahoo.fr,0668601347,88 Boulevard Baille,13009,Marseille,3e
916,Ahmed,Hugo,1992-05-09,hugo.ahmed@gmail.com,0779176651,131 Rue Saint-Ferréol,13007,Marseille,9e
917,Dubois,Youssef,1951-01-10,youssef.dubois@yahoo.fr,0688421630,195 Rue de la République,13002,Marseille,3e
918,Martin,Thomas,1949-12-30,thomas.martin@outlook.com,0639994853,160 Rue de Lodi,13010,Marseille,14e
919,Martin,Youssef,1989-09-03,youssef.martin@outlook.com,0621994711,82 Rue Paradis,13006,Marseille,13e
920,Fournier,Julie,1976-06-16,julie.fournier@outlook.com,0710346996,62 Rue d'Aubagne,13006,Marseille,6e
921,Moreau,Hugo,1960-10-30,hugo.moreau@ville-marseille.fr,0669608437,217 Avenue du Prado,13014,Marseille,15e
922,Lambert,Marine,1987-01-02,marine.lambert@ville-marseille.fr,0652196263,83 Rue de la République,13016,Marseille,13e
923,Garcia,Marc,1971-09-10,marc.garcia@ville-marseille.fr,0709317069,71 Rue Paradis,13010,Marseille,8e
924,Garcia,Camille,1974-03-06,camille.garcia@gmail.com,0745345472,126 Rue Saint-Ferréol,13015,Marseille,14e
925,Moreau,Lea,1992-07-11,lea.moreau@ville-marseille.fr,0703121980,133 Rue de Rome,13007,Marseille,2e
926,Durand,Karim,1987-02-14,karim.durand@ville-marseille.fr,0723642813,116 Boulevard Baille,13010,Marseille,5e
927,Gonzalez,Nicolas,1944-09-04,nicolas.gonzalez@ville-marseille.fr,0630391114,168 Boulevard Baille,13010,Marseille,16e
928,Ahmed,Lea,1951-02-19,lea.ahmed@outlook.com,0605248088,142 Boulevard National,13006,Marseille,5e
929,Rossi,Thomas,1952-02-09,thomas.rossi@outlook.com,0794737213,13 Rue d'Aubagne,13005,Marseille,5e
930,Petit,Lea,1994-05-14,lea.petit@yahoo.fr,0787688687,18 Rue Saint-Ferréol,13005,Marseille,1e
931,Lambert,Camille,1994-04-28,camille.lambert@outlook.com,0720319541,184 Rue Saint-Ferréol,13009,Marseille,14e
932,Rossi,Marine,1973-09-22,marine.rossi@outlook.com,0636279246,96 Rue de la République,13011,Marseille,16e
933,Dubois,Julie,1941-06-20,julie.dubois@ville-marseille.fr,0775372603,232 Rue d'Aubagne,13009,Marseille,16e
934,Petit,Youssef,1949-01-31,youssef.petit@ville-marseille.fr,0719458870,96 Rue de la République,13012,Marseille,15e
935,Durand,Emma,1971-08-16,emma.durand@gmail.com,0684008385,50 Rue de Lodi,13006,Marseille,1e
936,Benali,Sophie,1976-03-11,sophie.benali@yahoo.fr,0708917768,205 Rue d'Aubagne,13012,Marseille,11e
937,Petit,Thomas,1989-02-28,thomas.petit@yahoo.fr,0742231964,130 Avenue du Prado,13005,Marseille,13e
938,Moreau,Rachid,1943-10-04,rachid.moreau@ville-marseille.fr,0662689430,78 Rue de la République,13005,Marseille,7e
939,Dubois,Nicolas,1943-05-12,nicolas.dubois@ville-marseille.fr,0671175957,187 Rue d'Aubagne,13003,Marseille,8e
940,Gonzalez,Karim,1990-02-10,karim.gonzalez@yahoo.fr,0630674584,228 Boulevard National,13011,Marseille,5e
941,Royer,Emma,1976-04-22,emma.royer@outlook.com,0633721885,244 Rue de Lodi,13009,Marseille,4e
942,Royer,Marine,1975-11-15,marine.royer@outlook.com,0697150666,146 Boulevard National,13010,Marseille,3e
943,Rossi,Youssef,1982-06-13,youssef.rossi@outlook.com,0776936634,86 Boulevard National,13004,Marseille,10e
944,Gonzalez,Julie,1954-10-17,julie.gonzalez@gmail.com,0610286712,41 Boulevard National,13013,Marseille,3e
945,Martin,Thomas,1982-04-10,thomas.martin@yahoo.fr,0602451091,9 Boulevard Baille,13010,Marseille,12e
946,Gonzalez,Thomas,1940-01-07,thomas.gonzalez@gmail.com,0794981942,203 Boulevard Baille,13013,Marseille,16e
947,Benali,Nicolas,1994-05-19,nicolas.benali@outlook.com,0706527758,41 Rue de Rome,13004,Marseille,16e
948,Lefevre,Sarah,1998-08-17,sarah.lefevre@outlook.com,0672201091,108 Rue Paradis,13010,Marseille,11e
949,Durand,Youssef,1980-04-10,youssef.durand@yahoo.fr,0676618943,39 Avenue du Prado,13010,Marseille,11e
950,Petit,Emma,1943-01-13,emma.petit@gmail.com,0604627765,41 Rue Saint-Ferréol,13007,Marseille,12e
951,Dubois,Hugo,1969-04-30,hugo.dubois@outlook.com,0761752023,169 Boulevard National,13006,Marseille,1e
952,Lefevre,Emma,1958-02-22,emma.lefevre@yahoo.fr,0750178332,107 Rue de la République,13001,Marseille,12e
953,Petit,Antoine,1999-02-03,antoine.petit@ville-marseille.fr,0679848704,71 Rue de Rome,13013,Marseille,7e
954,Martin,Antoine,1976-07-17,antoine.martin@ville-marseille.fr,0659374403,161 Avenue du Prado,13016,Marseille,14e
955,Rossi,Karim,1963-10-22,karim.rossi@ville-marseille.fr,0660601488,136 Rue Paradis,13002,Marseille,8e
956,Martin,Marine,1985-01-05,marine.martin@outlook.com,0713685283,202 Rue de Lodi,13002,Marseille,16e
957,Petit,Sophie,1978-07-13,sophie.petit@gmail.com,0642446263,85 Rue Paradis,13016,Marseille,1e
958,Garcia,Lea,1948-10-03,lea.garcia@outlook.com,0603142175,80 Rue de Rome,13003,Marseille,3e
959,Ahmed,Clara,1987-12-17,clara.ahmed@gmail.com,0715263840,131 Avenue du Prado,13016,Marseille,9e
960,Durand,Nicolas,1954-07-23,nicolas.durand@yahoo.fr,0656618632,88 Boulevard Baille,13007,Marseille,16e
961,Gonzalez,Marc,1997-03-11,marc.gonzalez@ville-marseille.fr,0755300730,199 Avenue du Prado,13008,Marseille,16e
962,Martin,Camille,1999-08-15,camille.martin@yahoo.fr,0712198819,167 Boulevard National,13014,Marseille,1e
963,Benali,Youssef,1984-05-07,youssef.benali@yahoo.fr,0648640104,142 Boulevard National,13004,Marseille,2e
964,Royer,Youssef,1963-03-04,youssef.royer@gmail.com,0717446004,40 Rue de Lodi,13011,Marseille,14e
965,Dubois,Antoine,2003-11-10,antoine.dubois@gmail.com,0645512939,223 Boulevard Baille,13004,Marseille,12e
966,Moreau,Nicolas,1944-05-27,nicolas.moreau@yahoo.fr,0660461540,80 Rue de Rome,13003,Marseille,10e
967,Durand,Youssef,1948-06-17,youssef.durand@ville-marseille.fr,0768142983,2 Avenue du Prado,13016,Marseille,2e
968,Garcia,Nicolas,1955-02-08,nicolas.garcia@outlook.com,0628360849,167 Avenue du Prado,13001,Marseille,16e
969,Benali,Marc,1989-02-14,marc.benali@outlook.com,0752696944,16 Rue Saint-Ferréol,13007,Marseille,13e
970,Gonzalez,Julie,1951-03-08,julie.gonzalez@ville-marseille.fr,0642929132,66 Rue d'Aubagne,13001,Marseille,4e
971,Moreau,Thomas,1962-06-05,thomas.moreau@outlook.com,0719031061,188 Avenue du Prado,13013,Marseille,5e
972,Moreau,Antoine,1980-02-09,antoine.moreau@ville-marseille.fr,0784732365,38 Avenue du Prado,13012,Marseille,11e
973,Fournier,Marc,1999-09-26,marc.fournier@gmail.com,0706720078,126 Rue d'Aubagne,13009,Marseille,14e
974,Moreau,Sarah,1977-02-01,sarah.moreau@yahoo.fr,0660781975,226 Rue de Lodi,13005,Marseille,10e
975,Petit,Sarah,1960-02-15,sarah.petit@yahoo.fr,0673720376,52 Rue de Lodi,13016,Marseille,13e
976,Ahmed,Julie,1985-09-22,julie.ahmed@yahoo.fr,0714846019,240 Boulevard Baille,13004,Marseille,9e
977,Moreau,Clara,1965-05-16,clara.moreau@gmail.com,0605869507,208 Rue Paradis,13006,Marseille,16e
978,Dubois,Marc,1949-09-24,marc.dubois@outlook.com,0799951679,185 Rue Saint-Ferréol,13009,Marseille,9e
979,Moreau,Marc,1969-02-17,marc.moreau@outlook.com,0773680119,220 Boulevard National,13012,Marseille,16e
980,Moreau,Youssef,1976-11-05,youssef.moreau@gmail.com,0723335104,53 Rue d'Aubagne,13014,Marseille,3e
981,Gonzalez,Sophie,1976-09-14,sophie.gonzalez@yahoo.fr,0691149830,72 Rue d'Aubagne,13007,Marseille,3e
982,Royer,Emma,1964-11-09,emma.royer@ville-marseille.fr,0711893940,43 Rue de la République,13016,Marseille,7e
983,Royer,Marine,1971-04-22,marine.royer@gmail.com,0643223023,193 Rue d'Aubagne,13006,Marseille,1e
984,Moreau,Marc,1951-11-24,marc.moreau@outlook.com,0613546212,118 Rue de la République,13015,Marseille,8e
985,Rossi,Emma,1940-09-06,emma.rossi@gmail.com,0623126163,96 Rue de la République,13006,Marseille,14e
986,Lefevre,Lea,2004-01-11,lea.lefevre@outlook.com,0676297454,183 Rue de Rome,13011,Marseille,15e
987,Royer,Marc,1941-10-18,marc.royer@gmail.com,0620381876,104 Rue de Lodi,13013,Marseille,15e
988,Martin,Youssef,1986-06-20,youssef.martin@gmail.com,0638815881,138 Rue Paradis,13005,Marseille,8e
989,Lefevre,Karim,1969-10-16,karim.lefevre@ville-marseille.fr,0623182971,35 Boulevard Baille,13002,Marseille,14e
990,Royer,Marine,1996-11-12,marine.royer@yahoo.fr,0700000015,21 Boulevard National,13015,Marseille,6e
991,Lambert,Lea,1997-02-24,lea.lambert@gmail.com,0785090255,21 Avenue du Prado,13007,Marseille,16e
992,Petit,Rachid,1950-05-01,rachid.petit@outlook.com,0682998747,166 Rue de Lodi,13010,Marseille,9e
993,Dubois,Nicolas,1955-10-07,nicolas.dubois@ville-marseille.fr,0686700900,129 Rue de la République,13011,Marseille,13e
994,Moreau,Karim,1973-11-25,karim.moreau@yahoo.fr,0666913624,163 Boulevard National,13003,Marseille,12e
995,Garcia,Julie,1973-02-25,julie.garcia@gmail.com,0670633699,94 Rue de Lodi,13006,Marseille,13e
996,Gonzalez,Hugo,1971-11-09,hugo.gonzalez@gmail.com,0640164818,198 Rue de Rome,13006,Marseille,5e
997,Lefevre,Sophie,1996-02-14,sophie.lefevre@outlook.com,0663816432,247 Boulevard Baille,13016,Marseille,16e
998,Dubois,Nicolas,2002-07-01,nicolas.dubois@ville-marseille.fr,0720362586,159 Rue de Lodi,13006,Marseille,10e
999,Durand,Marc,1967-10-10,marc.durand@yahoo.fr,0725540263,22 Rue d'Aubagne,13002,Marseille,13e
1000,Garcia,Camille,1988-10-03,camille.garcia@ville-marseille.fr,0746448988,76 Rue Paradis,13001,Marseille,3e
1001,Lambert,Sophie,1960-04-06,sophie.lambert@yahoo.fr,0679050404,95 Rue Paradis,13006,Marseille,9e
1002,Moreau,Julie,1959-05-23,julie.moreau@yahoo.fr,0663211197,249 Boulevard National,13007,Marseille,9e
1003,Royer,Hugo,1951-02-07,hugo.royer@outlook.com,0732653060,13 Rue Paradis,13008,Marseille,3e
1004,Durand,Nicolas,1994-11-22,nicolas.durand@ville-marseille.fr,0788002300,128 Boulevard National,13013,Marseille,4e
1005,Garcia,Clara,1977-03-26,clara.garcia@ville-marseille.fr,0777449160,141 Boulevard Baille,13001,Marseille,8e
1006,Rossi,Marc,1973-01-02,marc.rossi@gmail.com,0791189418,203 Boulevard National,13005,Marseille,2e
1007,Moreau,Sarah,1960-10-02,sarah.moreau@outlook.com,0732239982,136 Rue d'Aubagne,13011,Marseille,1e
1008,Moreau,Nicolas,1980-06-26,nicolas.moreau@gmail.com,0704288605,86 Boulevard National,13014,Marseille,3e
1009,Lambert,Sophie,1970-04-11,sophie.lambert@gmail.com,0612600308,127 Rue Saint-Ferréol,13014,Marseille,14e
1010,Garcia,Marc,1975-01-15,marc.garcia@outlook.com,0715312345,227 Avenue du Prado,13001,Marseille,13e
1011,Martin,Camille,1978-07-23,camille.martin@ville-marseille.fr,0768293844,141 Boulevard Baille,13014,Marseille,4e
1012,Durand,Thomas,1961-09-20,thomas.durand@outlook.com,0743788260,230 Rue de Rome,13001,Marseille,15e
1013,Moreau,Marc,1997-11-16,marc.moreau@yahoo.fr,0709085991,158 Avenue du Prado,13002,Marseille,4e
1014,Lefevre,Sarah,1991-07-03,sarah.lefevre@outlook.com,0799969964,240 Rue de la République,13015,Marseille,9e
1015,Durand,Hugo,1986-11-06,hugo.durand@outlook.com,0659140849,38 Rue de Rome,13012,Marseille,13e
1016,Dubois,Marc,1957-01-29,marc.dubois@ville-marseille.fr,0798069087,48 Rue Paradis,13010,Marseille,5e
1017,Rossi,Youssef,1997-06-09,youssef.rossi@outlook.com,0648389359,118 Rue Saint-Ferréol,13001,Marseille,15e
1018,Petit,Camille,1961-11-20,camille.petit@gmail.com,0761299650,36 Rue de Rome,13001,Marseille,10e
1019,Rossi,Youssef,1992-12-22,youssef.rossi@gmail.com,0796561308,140 Boulevard Baille,13014,Marseille,9e
1020,Lambert,Emma,1978-03-19,emma.lambert@yahoo.fr,0643468239,173 Boulevard Baille,13007,Marseille,11e
1021,Fournier,Sarah,1985-08-31,sarah.fournier@ville-marseille.fr,0600869661,161 Rue de la République,13001,Marseille,6e
1022,Durand,Thomas,1974-09-26,thomas.durand@yahoo.fr,0601680941,52 Avenue du Prado,13003,Marseille,7e
1023,Petit,Sarah,1994-05-31,sarah.petit@ville-marseille.fr,0683976205,220 Boulevard National,13002,Marseille,15e
1024,Petit,Julie,1965-02-06,julie.petit@yahoo.fr,0720726629,5 Rue d'Aubagne,13015,Marseille,15e
1025,Garcia,Youssef,1941-09-29,youssef.garcia@ville-marseille.fr,0629914068,205 Avenue du Prado,13016,Marseille,16e
1026,Durand,Karim,1957-07-08,karim.durand@outlook.com,0752356178,52 Rue d'Aubagne,13008,Marseille,3e
1027,Benali,Nicolas,1940-12-14,nicolas.benali@outlook.com,0661363852,218 Boulevard Baille,13004,Marseille,3e
1028,Benali,Hugo,1988-12-29,hugo.benali@outlook.com,0671844490,250 Boulevard National,13013,Marseille,4e
1029,Fournier,Lea,1991-12-05,lea.fournier@gmail.com,0664403734,13 Boulevard Baille,13013,Marseille,10e
1030,Rossi,Clara,1982-03-15,clara.rossi@outlook.com,0610217982,28 Boulevard Baille,13015,Marseille,16e
1031,Petit,Clara,1957-05-07,clara.petit@ville-marseille.fr,0736383182,133 Rue Saint-Ferréol,13006,Marseille,11e
1032,Rossi,Antoine,1942-08-13,antoine.rossi@ville-marseille.fr,0717706736,59 Rue d'Aubagne,13001,Marseille,16e
1033,Fournier,Youssef,1941-05-21,youssef.fournier@gmail.com,0623552165,196 Rue de la République,13013,Marseille,5e
1034,Lambert,Sophie,1970-01-21,sophie.lambert@outlook.com,0682192596,115 Avenue du Prado,13009,Marseille,13e
1035,Lambert,Hugo,1993-04-21,hugo.lambert@ville-marseille.fr,0780220509,143 Rue de Rome,13009,Marseille,8e
